xmlid	au-name	au-gender	title	firsted-yr	reprintCount	tr-lang	tr-year	tr-url
FRA04202	Rolland, Romain	m	Jean-Christophe	1912	high	spa	2001	https://www.worldcat.org/oclc/760397778
FRA04202	Rolland, Romain	m	Jean-Christophe	1912	high	ces	1935	https://www.worldcat.org/oclc/47068551
FRA04202	Rolland, Romain	m	Jean-Christophe	1912	high	swe	1920	https://www.worldcat.org/oclc/154275376
FRA04202	Rolland, Romain	m	Jean-Christophe	1912	high	rus	1982	https://www.worldcat.org/oclc/8850610
FRA04202	Rolland, Romain	m	Jean-Christophe	1912	high	hun	1973	https://www.worldcat.org/oclc/895290842
FRA04202	Rolland, Romain	m	Jean-Christophe	1912	high	dan	1918	https://www.worldcat.org/oclc/1224308731
FRA04202	Rolland, Romain	m	Jean-Christophe	1912	high	dut	1920	https://www.worldcat.org/oclc/64162744
FRA04202	Rolland, Romain	m	Jean-Christophe	1912	high	ita	1966	https://www.worldcat.org/oclc/926793828
FRA04202	Rolland, Romain	m	Jean-Christophe	1912	high	fin	1956	https://www.worldcat.org/oclc/492716317
FRA04202	Rolland, Romain	m	Jean-Christophe	1912	high	kor	1979	https://www.worldcat.org/oclc/38742457
FRA04202	Rolland, Romain	m	Jean-Christophe	1912	high	lav	1959	https://www.worldcat.org/oclc/463770233
FRA04202	Rolland, Romain	m	Jean-Christophe	1912	high	hrv	1947	https://www.worldcat.org/oclc/58943537
FRA04202	Rolland, Romain	m	Jean-Christophe	1912	high	ron	1985	https://www.worldcat.org/oclc/895530988
FRA04202	Rolland, Romain	m	Jean-Christophe	1912	high	tur	1997	https://www.worldcat.org/oclc/274844378
FRA04202	Rolland, Romain	m	Jean-Christophe	1912	high	slv	1954	https://www.worldcat.org/oclc/440162281
FRA04202	Rolland, Romain	m	Jean-Christophe	1912	high	est	1958	https://www.worldcat.org/oclc/62922950
FRA04202	Rolland, Romain	m	Jean-Christophe	1912	high	heb	1932	https://www.worldcat.org/oclc/959599148
FRA04202	Rolland, Romain	m	Jean-Christophe	1912	high	lit	1974	https://www.worldcat.org/oclc/463770144
FRA04202	Rolland, Romain	m	Jean-Christophe	1912	high	per	2012	https://www.worldcat.org/oclc/902997998
FRA04202	Rolland, Romain	m	Jean-Christophe	1912	high	ben	1950	https://www.worldcat.org/oclc/463507112
FRA04202	Rolland, Romain	m	Jean-Christophe	1912	high	arm	1966	https://www.worldcat.org/oclc/31952189
FRA04202	Rolland, Romain	m	Jean-Christophe	1912	high	ell	N/A	https://www.worldcat.org/oclc/1111712708
FRA04202	Rolland, Romain	m	Jean-Christophe	1912	high	por	2006	https://www.worldcat.org/oclc/762520784
FRA04202	Rolland, Romain	m	Jean-Christophe	1912	high	slk	1952	https://www.worldcat.org/oclc/463800406
FRA04202	Rolland, Romain	m	Jean-Christophe	1912	high	tut	1940	https://www.worldcat.org/oclc/462430644
FRA04202	Rolland, Romain	m	Jean-Christophe	1912	high	vie	1976	https://www.worldcat.org/oclc/63233612
FRA04202	Rolland, Romain	m	Jean-Christophe	1912	high	bel	1938	https://www.worldcat.org/oclc/462607585
FRA04202	Rolland, Romain	m	Jean-Christophe	1912	high	bul	1981	https://www.worldcat.org/oclc/464310689
FRA04202	Rolland, Romain	m	Jean-Christophe	1912	high	fiu	1937	https://www.worldcat.org/oclc/462905143
FRA04202	Rolland, Romain	m	Jean-Christophe	1912	high	ice	1947	https://www.worldcat.org/oclc/5247802
FRA04202	Rolland, Romain	m	Jean-Christophe	1912	high	kaz	1937	https://www.worldcat.org/oclc/462435256
FRA04202	Rolland, Romain	m	Jean-Christophe	1912	high	lat	1959	https://www.worldcat.org/oclc/314620413
FRA04202	Rolland, Romain	m	Jean-Christophe	1912	high	ori	1955	https://www.worldcat.org/oclc/463504511
FRA04202	Rolland, Romain	m	Jean-Christophe	1912	high	tgk	1938	https://www.worldcat.org/oclc/462717927
FRA04301	Achard, Amédée	m	Belle-Rose	1847	high	eng	2015	https://www.worldcat.org/oclc/983128860
FRA04301	Achard, Amédée	m	Belle-Rose	1847	high	deu	1851	https://www.worldcat.org/oclc/838919203
FRA04301	Achard, Amédée	m	Belle-Rose	1847	high	ita	1875	https://www.worldcat.org/oclc/635963499
FRA04301	Achard, Amédée	m	Belle-Rose	1847	high	ron	1983	https://www.worldcat.org/oclc/895203272
FRA04301	Achard, Amédée	m	Belle-Rose	1847	high	spa	1888	https://www.worldcat.org/oclc/804350186
FRA04401	Barbusse, Henri	m	Le Feu	1916	high	eng	2004	https://www.worldcat.org/oclc/61119239
FRA04401	Barbusse, Henri	m	Le Feu	1916	high	deu	2007	https://www.worldcat.org/oclc/254487781
FRA04401	Barbusse, Henri	m	Le Feu	1916	high	spa	1917	https://www.worldcat.org/oclc/459466579
FRA04401	Barbusse, Henri	m	Le Feu	1916	high	pol	1920	https://www.worldcat.org/oclc/827699658
FRA04401	Barbusse, Henri	m	Le Feu	1916	high	rus	2014	https://www.worldcat.org/oclc/892412174
FRA04401	Barbusse, Henri	m	Le Feu	1916	high	ces	1949	https://www.worldcat.org/oclc/26176997
FRA04401	Barbusse, Henri	m	Le Feu	1916	high	yid	1925	https://www.worldcat.org/oclc/1074990659
FRA04401	Barbusse, Henri	m	Le Feu	1916	high	ell	1954	https://www.worldcat.org/oclc/1111707536
FRA04401	Barbusse, Henri	m	Le Feu	1916	high	tur	1975	https://www.worldcat.org/oclc/1030070888
FRA04401	Barbusse, Henri	m	Le Feu	1916	high	hun	1956	https://www.worldcat.org/oclc/1087551131
FRA04401	Barbusse, Henri	m	Le Feu	1916	high	dut	1919	https://www.worldcat.org/oclc/668173248
FRA04401	Barbusse, Henri	m	Le Feu	1916	high	ita	2014	https://www.worldcat.org/oclc/898738175
FRA04401	Barbusse, Henri	m	Le Feu	1916	high	jpn	1951	https://www.worldcat.org/oclc/33721039
FRA04401	Barbusse, Henri	m	Le Feu	1916	high	fin	1935	https://www.worldcat.org/oclc/759742408
FRA04401	Barbusse, Henri	m	Le Feu	1916	high	hrv	1919	https://www.worldcat.org/oclc/24413498
FRA04401	Barbusse, Henri	m	Le Feu	1916	high	kor	2015	https://www.worldcat.org/oclc/975635565
FRA04401	Barbusse, Henri	m	Le Feu	1916	high	lav	1930	https://www.worldcat.org/oclc/24413505
FRA04401	Barbusse, Henri	m	Le Feu	1916	high	nob	2018	https://www.worldcat.org/oclc/1090574272
FRA04401	Barbusse, Henri	m	Le Feu	1916	high	slk	1950	https://www.worldcat.org/oclc/459466606
FRA04401	Barbusse, Henri	m	Le Feu	1916	high	slv	1921	https://www.worldcat.org/oclc/445012556
FRA04501	Barrès, Maurice	m	Colette Baudoche	1908	high	eng	1918	https://www.worldcat.org/oclc/3020588
FRA04501	Barrès, Maurice	m	Colette Baudoche	1908	high	deu	1928	https://www.worldcat.org/oclc/252253568
FRA04501	Barrès, Maurice	m	Colette Baudoche	1908	high	swe	1915	https://www.worldcat.org/oclc/58211373
FRA04501	Barrès, Maurice	m	Colette Baudoche	1908	high	fin	1924	https://www.worldcat.org/oclc/58263569
FRA04501	Barrès, Maurice	m	Colette Baudoche	1908	high	nor	1916	https://www.worldcat.org/oclc/478093256
FRA04501	Barrès, Maurice	m	Colette Baudoche	1908	high	pol	1912	https://www.worldcat.org/oclc/910011576
FRA04501	Barrès, Maurice	m	Colette Baudoche	1908	high	spa	1918	https://www.worldcat.org/oclc/1132651751
FRA04601	Bazin, René	m	Le blé qui lève	1907	low	eng	1950	https://www.worldcat.org/oclc/795937639
FRA04601	Bazin, René	m	Le blé qui lève	1907	low	spa	1903?-1940?	https://www.worldcat.org/oclc/851238868
FRA04701	Bourget, Paul	m	Laurence Albani	1919	low	eng	2010	https://www.worldcat.org/oclc/944257792
FRA04701	Bourget, Paul	m	Laurence Albani	1919	low	dan	1922	https://www.worldcat.org/oclc/463582129
FRA04701	Bourget, Paul	m	Laurence Albani	1919	low	spa	1948	https://www.worldcat.org/oclc/733430037
FRA04701	Bourget, Paul	m	Laurence Albani	1919	low	swe	1922	https://www.worldcat.org/oclc/186260191
FRA04801	Corday, Michel	m	Les révélées	1909	low	N/A	N/A	N/A
FRA04901	Dumas, Alexandre [Dumas père]	m	Reine Margot	1845	high	eng	1996	https://www.worldcat.org/oclc/754415013
FRA04901	Dumas, Alexandre [Dumas père]	m	Reine Margot	1845	high	spa	1995	https://www.worldcat.org/oclc/33294401
FRA04901	Dumas, Alexandre [Dumas père]	m	Reine Margot	1845	high	deu	1845	https://www.worldcat.org/oclc/1141146929
FRA04901	Dumas, Alexandre [Dumas père]	m	Reine Margot	1845	high	rus	2017	https://www.worldcat.org/oclc/1025330256
FRA04901	Dumas, Alexandre [Dumas père]	m	Reine Margot	1845	high	fin	1966	https://www.worldcat.org/oclc/58010238
FRA04901	Dumas, Alexandre [Dumas père]	m	Reine Margot	1845	high	chi	2017	https://www.worldcat.org/oclc/1078611797
FRA04901	Dumas, Alexandre [Dumas père]	m	Reine Margot	1845	high	pol	2013	https://www.worldcat.org/oclc/909195627
FRA04901	Dumas, Alexandre [Dumas père]	m	Reine Margot	1845	high	ita	1976	https://www.worldcat.org/oclc/800412854
FRA04901	Dumas, Alexandre [Dumas père]	m	Reine Margot	1845	high	swe	1994	https://www.worldcat.org/oclc/856775152
FRA04901	Dumas, Alexandre [Dumas père]	m	Reine Margot	1845	high	jpn	1994	https://www.worldcat.org/oclc/674730634
FRA04901	Dumas, Alexandre [Dumas père]	m	Reine Margot	1845	high	ara	2000	https://www.worldcat.org/oclc/223915767
FRA04901	Dumas, Alexandre [Dumas père]	m	Reine Margot	1845	high	arm	1991	https://www.worldcat.org/oclc/35995478
FRA04901	Dumas, Alexandre [Dumas père]	m	Reine Margot	1845	high	ces	2015	https://www.worldcat.org/oclc/946293009
FRA04901	Dumas, Alexandre [Dumas père]	m	Reine Margot	1845	high	ell	1924	https://www.worldcat.org/oclc/38451519
FRA04901	Dumas, Alexandre [Dumas père]	m	Reine Margot	1845	high	hrv	1982	https://www.worldcat.org/oclc/455627696
FRA04901	Dumas, Alexandre [Dumas père]	m	Reine Margot	1845	high	hun	2011	https://www.worldcat.org/oclc/909844335
FRA04901	Dumas, Alexandre [Dumas père]	m	Reine Margot	1845	high	vie	2019	https://www.worldcat.org/oclc/1120743979
FRA04901	Dumas, Alexandre [Dumas père]	m	Reine Margot	1845	high	dan	1955	https://www.worldcat.org/oclc/468488102
FRA04901	Dumas, Alexandre [Dumas père]	m	Reine Margot	1845	high	kor	2019	https://www.worldcat.org/oclc/1128620545
FRA04901	Dumas, Alexandre [Dumas père]	m	Reine Margot	1845	high	lav	1969	https://www.worldcat.org/oclc/731199496
FRA04901	Dumas, Alexandre [Dumas père]	m	Reine Margot	1845	high	tur	1912	https://www.worldcat.org/oclc/780179245
FRA04901	Dumas, Alexandre [Dumas père]	m	Reine Margot	1845	high	per	1984	https://www.worldcat.org/oclc/940824299
FRA04901	Dumas, Alexandre [Dumas père]	m	Reine Margot	1845	high	por	2007	https://www.worldcat.org/oclc/230884552
FRA04901	Dumas, Alexandre [Dumas père]	m	Reine Margot	1845	high	ron	1970	https://www.worldcat.org/oclc/887737444
FRA04901	Dumas, Alexandre [Dumas père]	m	Reine Margot	1845	high	slk	1969	https://www.worldcat.org/oclc/50521497
FRA04901	Dumas, Alexandre [Dumas père]	m	Reine Margot	1845	high	slv	2004	https://www.worldcat.org/oclc/455948797
FRA04901	Dumas, Alexandre [Dumas père]	m	Reine Margot	1845	high	srp	1984	https://www.worldcat.org/oclc/440673202
FRA05101	Eekhoud, Georges	m	L'autre vue	1904	low	spa	1991	https://www.worldcat.org/oclc/805633258
FRA05201	Feuillet, Octave	m	La petite Comtesse	1856	low	eng	1875	https://www.worldcat.org/oclc/40938793
FRA05201	Feuillet, Octave	m	La petite Comtesse	1856	low	deu	1856	https://www.worldcat.org/oclc/257162866
FRA05201	Feuillet, Octave	m	La petite Comtesse	1856	low	spa	1883	https://www.worldcat.org/oclc/55427885
FRA05301	Galopin, Arnould	m	Le Docteur Omega	1906	low	eng	2011	https://www.worldcat.org/oclc/941800871
FRA05301	Galopin, Arnould	m	Le Docteur Omega	1906	low	pol	2017	https://www.worldcat.org/oclc/971435610
FRA05401	Kock, Paul de	m	Madeleine	1849	high	eng	194-?	https://www.worldcat.org/oclc/224264772
FRA05401	Kock, Paul de	m	Madeleine	1849	high	deu	1842	https://www.worldcat.org/oclc/613638562
FRA05401	Kock, Paul de	m	Madeleine	1849	high	spa	1850	https://www.worldcat.org/oclc/954098905
FRA05401	Kock, Paul de	m	Madeleine	1849	high	swe	1851	https://www.worldcat.org/oclc/938049106
FRA05501	Lermina, Jules	m	L'effrayante aventure	1910	low	eng	2009	https://www.worldcat.org/oclc/456272453
FRA05602	Lesueur, Daniel	m	Masque d'Amour	1904	low	N/A	N/A	N/A
FRA05702	Maquet, Auguste	m	La Maison du baigneur	1857	low	N/A	N/A	N/A
FRA05801	Mille, Pierre	m	Louise et Barnavaux	1912	low	eng	2013	https://www.worldcat.org/oclc/926982933
FRA05901	Moselly, Emile	m	Terres lorraines	1907	low	N/A	N/A	N/A
FRA06001	Rebell, Hugues	m	Les Nuits chaudes du Cap français	1902	high	eng	2011	https://www.worldcat.org/oclc/1097071381
FRA06001	Rebell, Hugues	m	Les Nuits chaudes du Cap français	1902	high	deu	1969	https://www.worldcat.org/oclc/1068433123
FRA06101	Sandeau, Jules	m	Mademoiselle de la Seiglière	1848	high	deu	1951	https://www.worldcat.org/oclc/720402367
FRA06101	Sandeau, Jules	m	Mademoiselle de la Seiglière	1848	high	eng	2016	https://www.worldcat.org/oclc/980403045
FRA06101	Sandeau, Jules	m	Mademoiselle de la Seiglière	1848	high	spa	1971	https://www.worldcat.org/oclc/1025196177
FRA06101	Sandeau, Jules	m	Mademoiselle de la Seiglière	1848	high	dan	1874	https://www.worldcat.org/oclc/465640208
FRA06101	Sandeau, Jules	m	Mademoiselle de la Seiglière	1848	high	hun	1898	https://www.worldcat.org/oclc/909764838
FRA06101	Sandeau, Jules	m	Mademoiselle de la Seiglière	1848	high	swe	1885	https://www.worldcat.org/oclc/186652047
FRA06101	Sandeau, Jules	m	Mademoiselle de la Seiglière	1848	high	vie	2006	https://www.worldcat.org/oclc/225142587
FRA06201	Viel-Castel, Horace de	m	Archambaud de Comborn	1845	low	N/A	N/A	N/A
FRA06301	de Montépin, Xavier	m	La porteuse de pain	1884	high	ara	2017	https://www.worldcat.org/oclc/1127233185
FRA06301	de Montépin, Xavier	m	La porteuse de pain	1884	high	eng	1884	https://www.worldcat.org/oclc/561825726
FRA06301	de Montépin, Xavier	m	La porteuse de pain	1884	high	lad	1922	https://www.worldcat.org/oclc/503700258
FRA06301	de Montépin, Xavier	m	La porteuse de pain	1884	high	tur	1984	https://www.worldcat.org/oclc/226175320
FRA06301	de Montépin, Xavier	m	La porteuse de pain	1884	high	arm	1954	https://www.worldcat.org/oclc/1056245728
FRA06301	de Montépin, Xavier	m	La porteuse de pain	1884	high	dut	N/A	https://www.worldcat.org/oclc/917171441
FRA06301	de Montépin, Xavier	m	La porteuse de pain	1884	high	heb	1968	https://www.worldcat.org/oclc/664660328
FRA06301	de Montépin, Xavier	m	La porteuse de pain	1884	high	ita	1981	https://www.worldcat.org/oclc/797101144
FRA06301	de Montépin, Xavier	m	La porteuse de pain	1884	high	kur	2004	https://www.worldcat.org/oclc/938862549
FRA06301	de Montépin, Xavier	m	La porteuse de pain	1884	high	tur	1886	https://www.worldcat.org/oclc/22925862
FRA06301	de Montépin, Xavier	m	La porteuse de pain	1884	high	ron	1977	https://www.worldcat.org/oclc/888169494
FRA06401	Chandeneux, Claire de [Bérenger, Louise Lucienne Emma]	f	Les Ménages militaires	1876	low	N/A	N/A	N/A
FRA06501	Gyp [Mirabeau, Sibylle Riquetti de]	f	Totote	1897	low	ita	1914	https://www.worldcat.org/oclc/635686555
FRA06601	Péladan, Joséphin [Joseph-Aimé Péladan]	m	Modestie et vanité, roman (La décadence latine, éthopée, XVI)	1902	low	deu	1947	https://www.worldcat.org/oclc/947060553
FRA06701	Uchard, Mario	m	La Buveuse de perles	1882	low	eng	1882	https://www.worldcat.org/oclc/504808006
FRA06801	Vaillant, Victor	m	L'Elzévir de maroquin rouge	1861	low	N/A	N/A	N/A
FRA06901	Vignon, Claude [Marie-Noémi Cadiot]	f	Révoltée !	1879	low	eng	1879	https://www.worldcat.org/oclc/504897343
FRA07001	Mendès, Catulle	m	Lucignole	1892	low	N/A	N/A	N/A
FRA07101	Blondel, Adèle	f	Élise, ou l'éducation particulière	1856	low	N/A	N/A	N/A
FRA07201	Montagne, Édouard	m	Les Affamés de Londres	1886	low	N/A	N/A	N/A
FRA07301	Valgand, Cécile de [Piolenc, Cécile Marchand-Caruë, Mise de]	f	Blondine, roman nouveau	1853	low	N/A	N/A	N/A
FRA07401	Leblanc, Maurice	m	813 (Huit-Cent-Treize)	1910	high	deu	1923	https://www.worldcat.org/oclc/718799687
FRA07401	Leblanc, Maurice	m	813 (Huit-Cent-Treize)	1910	high	eng	2018	https://www.worldcat.org/oclc/1083925464
FRA07401	Leblanc, Maurice	m	813 (Huit-Cent-Treize)	1910	high	kor	2015	https://www.worldcat.org/oclc/975658758
FRA07401	Leblanc, Maurice	m	813 (Huit-Cent-Treize)	1910	high	per	1998	https://www.worldcat.org/oclc/41950530
FRA07401	Leblanc, Maurice	m	813 (Huit-Cent-Treize)	1910	high	tur	2003	https://www.worldcat.org/oclc/949464526
FRA07501	Darien, Georges	m	Le Voleur	1897	high	eng	2009	https://www.worldcat.org/oclc/946204091
FRA07501	Darien, Georges	m	Le Voleur	1897	high	deu	1989	https://www.worldcat.org/oclc/75085992
FRA07501	Darien, Georges	m	Le Voleur	1897	high	spa	2003	https://www.worldcat.org/oclc/806370508
FRA07501	Darien, Georges	m	Le Voleur	1897	high	dut	1997	https://www.worldcat.org/oclc/68719241
FRA07501	Darien, Georges	m	Le Voleur	1897	high	ita	1958	https://www.worldcat.org/oclc/797879786
FRA07501	Darien, Georges	m	Le Voleur	1897	high	jpn	1985	https://www.worldcat.org/oclc/47393638
FRA07501	Darien, Georges	m	Le Voleur	1897	high	swe	2009	https://www.worldcat.org/oclc/940252530
FRA07601	Leroux, Gaston	m	La Reine du Sabbat	1913	high	N/A	N/A	N/A
